collection,journal,pmcid,no_pmid,%
Springer Nature,Defence Against Bioterrorism,7,7,100
Springer Nature,Discovery Science,7,7,100
Springer Nature,ECML PKDD 2020 Workshops,7,7,100
Springer Nature,Food Environ Virol,34,7,20.6
Springer Nature,J Public Health Policy,74,7,9.5
Springer Nature,Leerboek microbiologie en infectieziekten,7,7,100
Springer Nature,Mathematical Models in Epidemiology,7,7,100
Springer Nature,Med Klin Intensivmed Notfmed,100,7,7
Springer Nature,Molecular Pathology of Lung Diseases,7,7,100
Springer Nature,NeuroIntensiv,7,7,100
Springer Nature,Pedagogical Explorations in a Posthuman Age,7,7,100
Springer Nature,Pediatr Nephrol,98,7,7.1
Springer Nature,Pediatr Rheumatol Online J,35,7,20
Springer Nature,Pediatric Respiratory Diseases,7,7,100
Springer Nature,Population Mobility and Infectious Disease,7,7,100
Springer Nature,Praktische Krankenhaushygiene und Umweltschutz,7,7,100
Springer Nature,Praxis der Intensivmedizin,7,7,100
Springer Nature,Reanimation,28,7,25
Springer Nature,Surgical Intensive Care Medicine,7,7,100
Wiley,Am J Transplant,195,7,3.6
Wiley,Hematol Oncol,12,7,58.3
Wiley,J Appl Toxicol,7,7,100
Wiley,J Paediatr Child Health,95,7,7.4
Wiley,J Pept Sci,14,7,50
Wiley,Water Environ Res,9,7,77.8
Elsevier,Adenoviral Vectors for Gene Therapy,6,6,100
Elsevier,Animal Biotechnology,6,6,100
Elsevier,"August's Consultations in Feline Internal Medicine, Volume 7",6,6,100
Elsevier,Clin Dermatol,84,6,7.1
Elsevier,Clin Gastroenterol Hepatol,99,6,6.1
Elsevier,Comprehensive Biotechnology,6,6,100
Elsevier,Comprehensive Medicinal Chemistry II,6,6,100
Elsevier,Covid-19 Infections and Pregnancy,6,6,100
Elsevier,Crit Care Clin,40,6,15
Elsevier,Curr Opin Biotechnol,45,6,13.3
Elsevier,Encyclopedia of Cell Biology,6,6,100
Elsevier,Encyclopedia of the Neurological Sciences,6,6,100
Elsevier,Essential Human Virology,6,6,100
Elsevier,Food Animal Practice,6,6,100
Elsevier,Free Radic Biol Med,32,6,18.8
Elsevier,Genetics and Evolution of Infectious Disease,6,6,100
Elsevier,Genomic and Personalized Medicine,6,6,100
Elsevier,Histopathology of Preclinical Toxicity Studies,6,6,100
Elsevier,J Biotechnol,28,6,21.4
Elsevier,J Cardiovasc Comput Tomogr,17,6,35.3
Elsevier,J Feline Med Surg,98,6,6.1
Elsevier,Manual of Exotic Pet Practice,6,6,100
Elsevier,Medical Microbiology,6,6,100
Elsevier,Molecular Virology of Human Pathogenic Viruses,6,6,100
Elsevier,Mucosal Vaccines,6,6,100
Elsevier,Pediatric Emergency Medicine,6,6,100
Elsevier,Poultry Diseases,6,6,100
Elsevier,Praxisleitfaden Allgemeinmedizin,6,6,100
Elsevier,Reference Module in Food Science,6,6,100
Elsevier,Surgery,60,6,10
Elsevier,The Geographical Distribution of Animal Viral Diseases,6,6,100
Elsevier,The Social Ecology of Infectious Diseases,6,6,100
Elsevier,Trends Biotechnol,37,6,16.2
Elsevier,Veterinary Emergency Medicine Secrets,6,6,100
Elsevier,Waterborne Pathogens,6,6,100
Oxford University Press,Br J Criminol,6,6,100
Oxford University Press,Work Aging Retire,9,6,66.7
Sage,S Afr J Psychol,6,6,100
Springer Nature,"Animal Lectins: Form, Function and Clinical Applications",6,6,100
Springer Nature,Anti-Microbial Resistance in Global Perspective,6,6,100
Springer Nature,Blended Learning. Education in a Smart Learning Environment,6,6,100
Springer Nature,Coordinating Global Health Policy Responses,6,6,100
Springer Nature,Cyber-Physical Security for Critical Infrastructures Protection,6,6,100
Springer Nature,Dynamic Isolation Technologies in Negative Pressure Isolation Wards,6,6,100
Springer Nature,Global Health Diplomacy,6,6,100
Springer Nature,Handbook of Critical and Intensive Care Medicine,6,6,100
Springer Nature,Handbook of Immunosenescence,6,6,100
Springer Nature,ICU Protocols,6,6,100
Springer Nature,Influenza Vaccines for the Future,6,6,100
Springer Nature,Innere Medizin … in 5 Tagen,6,6,100
Springer Nature,Innere Medizin... in 5 Tagen,6,6,100
Springer Nature,Int Rev Educ,40,6,15
Springer Nature,Intelligence and Security Informatics,6,6,100
Springer Nature,J Neurovirol,117,6,5.1
Springer Nature,J Urban Health,70,6,8.6
Springer Nature,J Verbrauch Lebensm,11,6,54.5
Springer Nature,Kolner Z Soz Sozpsychol,11,6,54.5
Springer Nature,Memo,25,6,24
Springer Nature,Microbial Zoonoses and Sapronoses,6,6,100
Springer Nature,Modern Infectious Disease Epidemiology,6,6,100
Springer Nature,Pediatric Critical Care Study Guide,6,6,100
Springer Nature,Pediatric Infectious Diseases Revisited,6,6,100
Springer Nature,Protoplasma,10,6,60
Springer Nature,Radiology of Infectious Diseases: Volume 1,6,6,100
Springer Nature,Radiology of Influenza,6,6,100
Springer Nature,The Handbook of Nanomedicine,6,6,100
Springer Nature,The Life and Afterlife of Gay Neighborhoods,6,6,100
Springer Nature,The Springer Index of Viruses,6,6,100
Springer Nature,Tropical and Parasitic Infections in the Intensive Care Unit,6,6,100
Springer Nature,Wien Klin Wochenschr,124,6,4.8
Wiley,Ecology,10,6,60
Wiley,Intern Med J,111,6,5.4
Wiley,Trop Med Int Health,38,6,15.8
Wiley,Vet Ophthalmol,23,6,26.1
Wolters Kluwer,OTA Int,6,6,100
ACS,Org Process Res Dev,5,5,100
Elsevier,Arch Psychiatr Nurs,41,5,12.2
Elsevier,Biochem Educ,7,5,71.4
Elsevier,Br J Anaesth,224,5,2.2
Elsevier,Building the Future of Food Safety Technology,5,5,100
Elsevier,Case Studies in Public Health,5,5,100
Elsevier,Current Developments in Biotechnology and Bioengineering,5,5,100
Elsevier,Diagn Microbiol Infect Dis,187,5,2.7
Elsevier,Dis Mon,44,5,11.4
Elsevier,Drug Discov Today,104,5,4.8
Elsevier,Environmental Microbiology,5,5,100
Elsevier,Enzyme Microb Technol,10,5,50
Elsevier,Equine Emergencies,5,5,100
Elsevier,Eur J Vasc Endovasc Surg,35,5,14.3
Elsevier,Gene,57,5,8.8
Elsevier,Handbook of Mucosal Immunology,5,5,100
Elsevier,Human-Animal Medicine,5,5,100
Elsevier,Hunter's Tropical Medicine and Emerging Infectious Disease,5,5,100
Elsevier,Immunobiology,37,5,13.5
Elsevier,Infection and Autoimmunity,5,5,100
Elsevier,Int J Cardiol,100,5,5
Elsevier,International Encyclopedia of the Social & Behavioral Sciences,5,5,100
Elsevier,J Am Med Dir Assoc,221,5,2.3
Elsevier,J Am Soc Echocardiogr,69,5,7.2
Elsevier,J Dairy Sci,90,5,5.6
Elsevier,J Exot Pet Med,28,5,17.9
Elsevier,J Formos Med Assoc,158,5,3.2
Elsevier,J Med Imaging Radiat Sci,50,5,10
Elsevier,JACC Cardiovasc Imaging,47,5,10.6
Elsevier,Kirk & Bistner's Handbook of Veterinary Procedures and Emergency Treatment,5,5,100
Elsevier,Kirk and Bistner's Handbook of Veterinary Procedures and Emergency Treatment,5,5,100
Elsevier,Lancet Glob Health,228,5,2.2
Elsevier,Lancet Neurol,53,5,9.4
Elsevier,Med Clin North Am,30,5,16.7
Elsevier,Mol Cell Probes,54,5,9.3
Elsevier,Molecular Diagnostics,5,5,100
Elsevier,Neurologia,66,5,7.6
Elsevier,Nutrition,56,5,8.9
Elsevier,Pathobiology of Human Disease,5,5,100
Elsevier,Pathology of Domestic Animals,5,5,100
Elsevier,Pediatric Critical Care,5,5,100
Elsevier,Pediatric Gastrointestinal and Liver Disease,5,5,100
Elsevier,Pediatric Surgery,5,5,100
Elsevier,Placenta,32,5,15.6
Elsevier,Protein Transfer and Organelle Biogenesis,5,5,100
Elsevier,Psychoneuroendocrinology,21,5,23.8
Elsevier,Public Health,370,5,1.4
Elsevier,"Reference Module in Chemistry, Molecular Sciences and Chemical Engineering",5,5,100
Elsevier,Reference Module in Life Sciences,5,5,100
Elsevier,Rehabilitacion (Madr),22,5,22.7
Elsevier,Rev Colomb Psiquiatr,37,5,13.5
Elsevier,Rev Esp Med Nucl Imagen Mol,13,5,38.5
Elsevier,The Common Marmoset in Captivity and Biomedical Research,5,5,100
Elsevier,The Law of Emergencies,5,5,100
Elsevier,Tourism in Turbulent Times,5,5,100
Elsevier,Transfus Med Rev,36,5,13.9
Elsevier,Travel Med Infect Dis,355,5,1.4
Elsevier,Vet J,103,5,4.9
Elsevier,Veterinary Pediatrics,5,5,100
Elsevier,Viral Ecology,5,5,100
Elsevier,Virology Methods Manual,5,5,100
Elsevier,xPharm: The Comprehensive Pharmacology Reference,5,5,100
Oxford University Press,Econom J,5,5,100
Oxford University Press,J Hum Rights Pract,6,5,83.3
Oxford University Press,Sleep Adv,5,5,100
Sage,J Intensive Care Soc,5,5,100
Springer Nature,Acad Psychiatry,110,5,4.5
Springer Nature,Air Quality in Airplane Cabins and Similar Enclosed Spaces,5,5,100
Springer Nature,Angiotensin-(1-7),5,5,100
Springer Nature,Annual Update in Intensive Care and Emergency Medicine 2011,5,5,100
Springer Nature,Annual Update in Intensive Care and Emergency Medicine 2014,5,5,100
Springer Nature,Astrovirus Research,5,5,100
Springer Nature,Basic and Applied Aspects of Biotechnology,5,5,100
Springer Nature,Beyond Anthrax,5,5,100
Springer Nature,BMC Health Serv Res,358,5,1.4
Springer Nature,Bull Exp Biol Med,26,5,19.2
Springer Nature,Clinical Pathways in Emergency Medicine,5,5,100
Springer Nature,Defense Against Biological Attacks,5,5,100
Springer Nature,Diagnose en therapie 2015–2016,5,5,100
Springer Nature,Dig Dis Sci,122,5,4.1
Springer Nature,Digital Transformation of Learning Organizations,5,5,100
Springer Nature,Disaster Risk Management in the Republic of Korea,5,5,100
Springer Nature,Dynamics of Immune Activation in Viral Diseases,5,5,100
Springer Nature,Emerging and Re-emerging Infectious Diseases of Livestock,5,5,100
Springer Nature,Emerging Zoonoses,5,5,100
Springer Nature,Eur Biophys J,13,5,38.5
Springer Nature,Eur J Nucl Med Mol Imaging,129,5,3.9
Springer Nature,Facing Global Environmental Change,5,5,100
Springer Nature,Family Medicine,5,5,100
Springer Nature,Global Health Security,5,5,100
Springer Nature,Global Lessons from the AIDS Pandemic,5,5,100
Springer Nature,Handbook on Immunosenescence,5,5,100
Springer Nature,Idiopathic Pulmonary Fibrosis,5,5,100
Springer Nature,Infection,248,5,2
Springer Nature,Infectious Disease in the Aging,5,5,100
Springer Nature,Infectious Diseases and Rural Livelihood in Developing Countries,5,5,100
Springer Nature,Innovating Counseling for Self- and Career Construction,5,5,100
Springer Nature,Intelligence and Security Informatics: Biosurveillance,5,5,100
Springer Nature,Intensive Care Med Exp,77,5,6.5
Springer Nature,International Labour Organization and Global Social Governance,5,5,100
Springer Nature,J Chin Polit Sci,28,5,17.9
Springer Nature,J Frailty Aging,40,5,12.5
Springer Nature,J Mol Evol,27,5,18.5
Springer Nature,Malattie dell’apparato respiratorio,5,5,100
Springer Nature,Mathematical Epidemiology,5,5,100
Springer Nature,Modeling the Interplay Between Human Behavior and the Spread of Infectious Diseases,5,5,100
Springer Nature,Neo-Nationalism,5,5,100
Springer Nature,Neurotropic Viral Infections,5,5,100
Springer Nature,Pädiatrische Pneumologie,5,5,100
Springer Nature,PharmacoEcon Outcomes News,86,5,5.8
Springer Nature,Principles and Practice of Cancer Infectious Diseases,5,5,100
Springer Nature,"Principles of Bacterial Detection: Biosensors, Recognition Receptors and Microsystems",5,5,100
Springer Nature,Recent Advances in Animal Virology,5,5,100
Springer Nature,Scheduling in Industry 4.0 and Cloud Manufacturing,5,5,100
Springer Nature,Socio-cultural Dimensions of Emerging Infectious Diseases in Africa,5,5,100
Springer Nature,The City in Need,5,5,100
Springer Nature,Therapie der Krankheiten im Kindes- und Jugendalter,5,5,100
Springer Nature,Viruses and Man: A History of Interactions,5,5,100
Springer Nature,Zoonoses - Infections Affecting Humans and Animals,5,5,100
Wiley,Afr Dev Rev,17,5,29.4
Wiley,Ann N Y Acad Sci,50,5,10
Wiley,Biochem Educ,7,5,71.4
Wiley,Chembiochem,29,5,17.2
Wiley,Conserv Biol,10,5,50
Wiley,Diabet Med,38,5,13.2
Wiley,Drug Dev Res,31,5,16.1
Wiley,Equine Vet J,22,5,22.7
Wiley,Eur J Immunol,62,5,8.1
Wiley,J Viral Hepat,20,5,25
Wiley,Zoo Biol,6,5,83.3
ACS,J Chem Educ,4,4,100
Cambridge University Press,BJPsych Int,4,4,100
Cambridge University Press,J Benefit Cost Anal,5,4,80
Cambridge University Press,J Radiother Pract,4,4,100
Elsevier,A Practice of Anesthesia for Infants and Children,4,4,100
Elsevier,Acta Otorrinolaringol Esp,13,4,30.8
Elsevier,Adv Immunol,20,4,20
Elsevier,Biomed Pharmacother,142,4,2.8
Elsevier,Boorman's Pathology of the Rat,4,4,100
Elsevier,Cheetahs: Biology and Conservation,4,4,100
Elsevier,Chest Radiology,4,4,100
Elsevier,Clinical Biochemistry of Domestic Animals,4,4,100
Elsevier,Color Atlas of Diseases and Disorders of Cattle,4,4,100
Elsevier,Comprehensive Biophysics,4,4,100
Elsevier,Critical Care Nephrology,4,4,100
Elsevier,Current Therapy in Equine Medicine,4,4,100
Elsevier,Early Warning for Infectious Disease Outbreak,4,4,100
Elsevier,Encyclopedia of Animal Behavior,4,4,100
Elsevier,Encyclopedia of Food Safety,4,4,100
Elsevier,Encyclopedia of Gastroenterology,4,4,100
Elsevier,Encyclopedia of Health Economics,4,4,100
Elsevier,Encyclopedia of Immunology,4,4,100
Elsevier,Enferm Clin,37,4,10.8
Elsevier,Evidence-Based Practice of Critical Care,4,4,100
Elsevier,Facharztprüfung Allgemeinmedizin,4,4,100
Elsevier,Food Chem,12,4,33.3
Elsevier,Fowler's Zoo and Wild Animal Medicine,4,4,100
Elsevier,"Genomics and Biotechnological Advances in Veterinary, Poultry, and Fisheries",4,4,100
Elsevier,Handbook of Pig Medicine,4,4,100
Elsevier,Handbook of Small Animal Gastroenterology,4,4,100
Elsevier,High-Rise Security and Fire Life Safety,4,4,100
Elsevier,Immunopotentiators in Modern Vaccines,4,4,100
Elsevier,Infectious Diseases of the Fetus and Newborn,4,4,100
Elsevier,Infectious Diseases of the Fetus and Newborn Infant,4,4,100
Elsevier,Insect-Borne Diseases in the 21st Century,4,4,100
Elsevier,International Cases in Tourism Management,4,4,100
Elsevier,J Pain,5,4,80
Elsevier,J Psychosom Res,60,4,6.7
Elsevier,J Urol,8,4,50
Elsevier,Klinische Infektiologie,4,4,100
Elsevier,Krankenhaus- und Praxishygiene,4,4,100
Elsevier,Lancet Child Adolesc Health,93,4,4.3
Elsevier,Leveraging Artificial Intelligence in Global Epidemics,4,4,100
Elsevier,Managing Tourism Crises,4,4,100
Elsevier,Manual of Surgical Pathology,4,4,100
Elsevier,McAlpine's Multiple Sclerosis,4,4,100
Elsevier,Med Intensiva,126,4,3.2
Elsevier,Metabolism,60,4,6.7
Elsevier,Micro and Nanotechnology in Vaccine Development,4,4,100
Elsevier,Mol Immunol,53,4,7.5
Elsevier,Mol Plant,10,4,40
Elsevier,Nefrologia (Engl Ed),12,4,33.3
Elsevier,Netter’s Infectious Diseases,4,4,100
Elsevier,Nurs Womens Health,18,4,22.2
Elsevier,Pancreatology,18,4,22.2
Elsevier,Pathology of the Lungs,4,4,100
Elsevier,Pediatric Clinical Advisor,4,4,100
Elsevier,Pediatric Respiratory Medicine,4,4,100
Elsevier,Practical Pulmonary Pathology: A Diagnostic Approach,4,4,100
Elsevier,Practical Strategies in Pediatric Diagnosis and Therapy,4,4,100
Elsevier,Pregnancy Hypertens,7,4,57.1
Elsevier,Principles and Practice of Clinical Research,4,4,100
Elsevier,Protein Expr Purif,33,4,12.1
Elsevier,Psychiatry Res,274,4,1.5
Elsevier,Rabies,4,4,100
Elsevier,Res Immunol,16,4,25
Elsevier,Researches and Applications of Artificial Intelligence to Mitigate Pandemics,4,4,100
Elsevier,Reumatol Clin,21,4,19
Elsevier,Rev Rhum Ed Fr,25,4,16
Elsevier,Schizophr Res,36,4,11.1
Elsevier,Scully's Medical Problems in Dentistry,4,4,100
Elsevier,Slatter's Fundamentals of Veterinary Ophthalmology,4,4,100
Elsevier,Small Animal Medical Differential Diagnosis,4,4,100
Elsevier,Taxonomic Guide to Infectious Diseases,4,4,100
Elsevier,The Dictionary of Cell & Molecular Biology,4,4,100
Elsevier,The Protective Arm of the Renin Angiotensin System (RAS),4,4,100
Elsevier,Tour Manag,64,4,6.2
Elsevier,Trends Genet,29,4,13.8
Elsevier,Tuber Lung Dis,5,4,80
Elsevier,Viruses and Wastewater Treatment,4,4,100
Elsevier,Wine Science,4,4,100
Elsevier,Zakim and Boyer's Hepatology,4,4,100
Elsevier,Zentralbl Bakteriol,9,4,44.4
Elsevier,Zoo and Wild Animal Medicine,4,4,100
Oxford University Press,Am J Epidemiol,103,4,3.9
Oxford University Press,Comput J,4,4,100
Oxford University Press,Function (Oxf),9,4,44.4
Oxford University Press,Music Ther Perspect,4,4,100
Oxford University Press,Public Policy Aging Rep,9,4,44.4
Sage,Sci Commun,4,4,100
Springer Nature,Adverse Events with Biomedicines,4,4,100
Springer Nature,Alcohol Use Disorders and the Lung,4,4,100
Springer Nature,Allergieprävention,4,4,100
Springer Nature,Allgemeinmedizin und Praxis,4,4,100
Springer Nature,Ann Hematol,96,4,4.2
Springer Nature,Antimicrobial Drug Resistance,4,4,100
Springer Nature,Artificial Intelligence for Coronavirus Outbreak,4,4,100
Springer Nature,Bacterial Infections of Humans,4,4,100
Springer Nature,Bats in the Anthropocene: Conservation of Bats in a Changing World,4,4,100
Springer Nature,Biospektrum (Heidelb),37,4,10.8
Springer Nature,Bus Econ,30,4,13.3
Springer Nature,Cell Tissue Bank,23,4,17.4
Springer Nature,Central Nervous System Diseases and Inflammation,4,4,100
Springer Nature,Chemical Youth,4,4,100
Springer Nature,Chirurgische Intensivmedizin,4,4,100
Springer Nature,"Class 3.4–6 Hydrolases, Lyases, Isomerases, Ligases",4,4,100
Springer Nature,Clinical Manual of Fever in Children,4,4,100
Springer Nature,Concise Manual of Hematology and Oncology,4,4,100
Springer Nature,Conflict and Catastrophe Medicine,4,4,100
Springer Nature,Confronting Emerging Zoonoses,4,4,100
Springer Nature,Critical Care of the Pediatric Immunocompromised Hematology/Oncology Patient,4,4,100
Springer Nature,Damage-Associated Molecular Patterns in Human Diseases,4,4,100
Springer Nature,Diabetologia,43,4,9.3
Springer Nature,Diagnostic Imaging of Emerging Infectious Diseases,4,4,100
Springer Nature,Diagnostiek van alledaagse klachten,4,4,100
Springer Nature,Disinformation in Open Online Media,4,4,100
Springer Nature,Emerging and Transboundary Animal Viruses,4,4,100
Springer Nature,Ethical Theory Moral Pract,11,4,36.4
Springer Nature,Eur J Pediatr,191,4,2.1
Springer Nature,Eur Radiol,147,4,2.7
Springer Nature,Forensic Pathology of Infancy and Childhood,4,4,100
Springer Nature,Frontiers in Research of the Renin-Angiotensin System on Human Disease,4,4,100
Springer Nature,Graphic Novels as Pedagogy in Social Studies,4,4,100
Springer Nature,Grundwissen Immunologie,4,4,100
Springer Nature,Handbook of Disease Burdens and Quality of Life Measures,4,4,100
Springer Nature,Handbook of Epidemiology,4,4,100
Springer Nature,Health and Animal Agriculture in Developing Countries,4,4,100
Springer Nature,Healthcare-Associated Infections in Children,4,4,100
Springer Nature,Hepatol Int,42,4,9.5
Springer Nature,Highly Infectious Diseases in Critical Care,4,4,100
Springer Nature,Infection Control in the Intensive Care Unit,4,4,100
Springer Nature,Infectious Disease Informatics and Biosurveillance,4,4,100
Springer Nature,Information Technology and Agricultural Engineering,4,4,100
Springer Nature,Innovative Learning Environments in STEM Higher Education,4,4,100
Springer Nature,J Community Health,116,4,3.4
Springer Nature,Klinikmanual Innere Medizin,4,4,100
Springer Nature,Klinische Neurologie,4,4,100
Springer Nature,Klinische Pneumologie,4,4,100
Springer Nature,Management of Disease in Wild Mammals,4,4,100
Springer Nature,Mathematical and Statistical Estimation Approaches in Epidemiology,4,4,100
Springer Nature,Medikamentöse Tumortherapie in der Dermato-Onkologie,4,4,100
Springer Nature,Medizinische Therapie 2007 | 2008,4,4,100
Springer Nature,Metagenomics of the Human Body,4,4,100
Springer Nature,Microarrays,5,4,80
Springer Nature,Molecular Modeling and Simulation: An Interdisciplinary Guide,4,4,100
Springer Nature,Molecular Pathology in Clinical Practice,4,4,100
Springer Nature,MRS Bull,54,4,7.4
Springer Nature,New Frontiers of Molecular Epidemiology of Infectious Diseases,4,4,100
Springer Nature,Orphan Lung Diseases,4,4,100
Springer Nature,Pädiatrische Notfall- und Intensivmedizin,4,4,100
