id,license_url,license_text,cc_license,cc_license_type,open_gov,custom_permanent,custom_temporary,custom_other,unknown,license_summary
70,Creative Commons Attribution Non-Commercial-NoDerivs,"Circulation: Heart Failure  is published on behalf of the American Heart Association, Inc., by Wolters Kluwer Health, Inc. This is an open access article under the terms of the  Creative Commons Attribution Non-Commercial-NoDerivs uri https://creativecommons.org/licenses/by-nc-nd/4.0/  License, which permits use, distribution, and reproduction in any medium, provided that the original work is properly cited, the use is noncommercial, and no modifications or adaptations are made.",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC-ND
71,Creative Commons Attribution Non-Commercial-NoDerivs,"Hypertension  is published on behalf of the American Heart Association, Inc., by Wolters Kluwer Health, Inc. This is an open access article under the terms of the  Creative Commons Attribution Non-Commercial-NoDerivs uri https://creativecommons.org/licenses/by-nc-nd/4.0/  License, which permits use, distribution, and reproduction in any medium, provided that the original work is properly cited, the use is noncommercial, and no modifications or adaptations are made.",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC-ND
72,Creative Commons Attribution Non-Commercial-NoDerivs,"Hypertension yes  is published on behalf of the American Heart Association, Inc., by Wolters Kluwer Health, Inc. This is an open access article under the terms of the  Creative Commons Attribution Non-Commercial-NoDerivs uri https://creativecommons.org/licenses/by-nc-nd/4.0/  License, which permits use, distribution, and reproduction in any medium, provided that the original work is properly cited, the use is noncommercial, and no modifications or adaptations are made.",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC-ND
73,Creative Commons Attribution Non-Commercial-NoDerivs,"Stroke  is published on behalf of the American Heart Association, Inc., by Wolters Kluwer Health, Inc. This is an open access article under the terms of the  Creative Commons Attribution Non-Commercial-NoDerivs uri https://creativecommons.org/licenses/by-nc-nd/4.0/  License, which permits use, distribution, and reproduction in any medium, provided that the original work is properly cited, the use is noncommercial, and no modifications or adaptations are made.",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC-ND
74,Creative Commons Attribution Non-Commercial-NoDerivs,"Stroke yes  is published on behalf of the American Heart Association, Inc., by Wolters Kluwer Health, Inc. This is an open access article under the terms of the  Creative Commons Attribution Non-Commercial-NoDerivs uri https://creativecommons.org/licenses/by-nc-nd/4.0/  License, which permits use, distribution, and reproduction in any medium, provided that the original work is properly cited, the use is noncommercial, and no modifications or adaptations are made.",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC-ND
75,Creative Commons Attributionâ€NonCommercial,"This is an open access article under the terms of the  Creative Commons Attributionâ€NonCommercial uri http://creativecommons.org/licenses/by-nc/4.0/  License, which permits use, distribution and reproduction in any medium, provided the original work is properly cited and is not used for commercial purposes.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
76,Creative Commons Attributionâ€NonCommercial,"This is an open access article under the terms of the  Creative Commons Attributionâ€NonCommercial uri http://creativecommons.org/licenses/by-nc/4.0/  License, which permits use, distribution and reproduction in any medium, provided the original
work is properly cited and is not used for commercial purposes.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
77,Creative Commons Attributionâ€NonCommercialâ€NoDerivs,"This is an open access article under the terms of the  Creative Commons Attributionâ€NonCommercialâ€NoDerivs uri http://creativecommons.org/licenses/by-nc-nd/3.0/  License, which permits use and distribution in any medium, provided the original work is properly cited, the use is nonâ€commercial and no modifications or adaptations are made.",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC-ND
78,Creative Commons CC-BY,"Annals of Noninvasive Electrocardiology  published by Wiley Periodicals Inc. on behalf of the International Society for Holter and Noninvasive Electrocardiology /  Cardiovascular Digital Health Journal  published by Elsevier Inc. on behalf of the Heart Rhythm Society /  Circulation: Arrhythmia and Electrophysiology  published by Wolters Kluwer Health, Inc. on behalf of the American Heart Association, Inc. /  European Heart Journal – Digital Health  published by Oxford University Press on behalf of the European Society of Cardiology /  Journal of Arrhythmia  published by Wiley and Sons Australia Ltd on behalf of the Japanese Heart Rhythm Society and the Asia Pacific Heart Rhythm Society. This article is published under the  Creative Commons CC-BY uri http://creativecommons.org/licenses/by/4.0/  license, which permits use, distribution and reproduction in any medium, provided the original work is properly cited. The articles are identical except for minor stylistic and spelling differences in keeping with each journal’s style. Either citation can be used when citing this article.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
79,Creative Commons CC-BY,"Annals of Noninvasive Electrocardiology  published by Wiley Periodicals Inc. on behalf of the International Society for Holter and Noninvasive Electrocardiology /  Cardiovascular Digital Health Journal  published by Elsevier Inc. on behalf of the Heart Rhythm Society /  Circulation: Arrhythmia and Electrophysiology  published by Wolters Kluwer Health, Inc. on behalf of the American Heart Association, Inc. /  European Heart Journal â€“ Digital Health  published by Oxford University Press on behalf of the European Society of Cardiology /  Journal of Arrhythmia  published by Wiley and Sons Australia Ltd on behalf of the Japanese Heart Rhythm Society and the Asia Pacific Heart Rhythm Society. This article is published under the  Creative Commons CC-BY uri http://creativecommons.org/licenses/by/4.0/  license, which permits use, distribution and reproduction in any medium, provided the original work is properly cited. The articles are identical except for minor stylistic and spelling differences in keeping with each journalâ€™s style. Either citation can be used when citing this article.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
80,Creative Commons CC-BY,"European Heart Rhythm Association, a registered branch of the European Society of Cardiology; American College of Cardiology Foundation; Asia Pacific Heart Rhythm Society; the Latin American Heart Rhythm Society. Published by [Elsevier Inc./Wolters Kluwer Health/Oxford University Press/Wiley]. This article is published under the  Creative Commons CC-BY uri https://creativecommons.org/licenses/by/4.0/  license.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
81,Creative Commons CC-BY license,Author's Choice —Final version open access under the terms of the  Creative Commons CC-BY license uri http://creativecommons.org/licenses/by/4.0 .,TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
82,"Creative Commons
Attribution license","This is an open-access article distributed under the terms of the  Creative Commons
Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
83,"Creative Commons
Attribution license","This is an open-access article distributed under the terms of the  Creative Commons
Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
84,"Creative
Commons Attribution-Non Commercial-No Derivatives License 4.0","This is an open-access article distributed under the terms of the
 Creative
Commons Attribution-Non Commercial-No Derivatives License 4.0 uri http://creativecommons.org/licenses/by-nc-nd/4.0/ 
(CCBY-NC-ND), where it is permissible to download and share the work,
provided it is properly cited. The work cannot be changed in any way or used
commercially without permission from the journal.",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC-ND
85,"Creative
Commons Attribution-Non Commercial-No Derivatives License 4.0
(CCBY-NC-ND)","This is an open-access article distributed under the terms of the
 Creative
Commons Attribution-Non Commercial-No Derivatives License 4.0
(CCBY-NC-ND) uri http://creativecommons.org/licenses/by-nc-nd/4.0/ , where it is permissible to download and share
the work provided it is properly cited. The work cannot be changed in any
way or used commercially without permission from the journal.",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC-ND
86,"Creative
Commons Attribution-Non Commercial-No Derivatives License 4.0
(CCBY-NC-ND)","This is an open-access article distributed under the terms of the
 Creative
Commons Attribution-Non Commercial-No Derivatives License 4.0
(CCBY-NC-ND) uri https://creativecommons.org/licenses/by-nc-nd/4.0/ , where it is permissible to download and share
the work provided it is properly cited. The work cannot be changed in any
way or used commercially without permission from the journal.",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC-ND
87,"Creative
Commons Attribution-Non Commercial-No Derivatives License 4.0","This is an open-access article distributed under the terms of the
 Creative
Commons Attribution-Non Commercial-No Derivatives License 4.0 uri http://creativecommons.org/licenses/by-nc-nd/4.0/ 
(CCBY-NC-ND), where it is permissible to download and share the work
provided it is properly cited. The work cannot be changed in any way or used
commercially without permission from the journal.",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC-ND
88,"Creative
Commons Attribution-Non Commercial-No Derivatives License 4.0","This is an open-access article distributed under the terms of the
 Creative
Commons Attribution-Non Commercial-No Derivatives License 4.0 uri http://creativecommons.org/licenses/by-nc-nd/4.0/ 
(CCBY-NC-ND), where it is permissible to download and share the work,
provided it is properly cited. The work cannot be changed in any way or used
commercially without permission from the journal.",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC-ND
89,"Creative
Commons Attribution-Non Commercial-No Derivatives License 4.0
(CCBY-NC-ND)","This is an open-access article distributed under the terms of the
 Creative
Commons Attribution-Non Commercial-No Derivatives License 4.0
(CCBY-NC-ND) uri http://creativecommons.org/licenses/by-nc-nd/4.0/ , where it is permissible to download and share
the work provided it is properly cited. The work cannot be changed in any
way or used commercially without permission from the journal.",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC-ND
90,creativecommons.org/licenses/by-nc-nd/3.0/,"Open Access This work is licensed under the Creative Commons
Attribution-NonCommercial-No Derivative Works 3.0 Unported License. To view a copy of
this license, visit  creativecommons.org/licenses/by-nc-nd/3.0/ uri https://creativecommons.org/licenses/by-nc-nd/3.0/",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC-ND
91,creativecommons.org/licenses/by/4.0/deed.de,Dieser Artikel wird unter der Creative Commons Namensnennung 4.0 International Lizenz veröffentlicht ( creativecommons.org/licenses/by/4.0/deed.de uri https://creativecommons.org/licenses/by/4.0/ ).,TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
92,http://ccforum.com/series/annualupdate2014,This article is one of ten reviews selected from the  Annual Update in Intensive Care and Emergency Medicine  2014 and co-published as a series in  Critical Care . Other articles in the series can be found online at  http://ccforum.com/series/annualupdate2014 uri http://ccforum.com/series/annualupdate2014 . Further information about the  Annual Update in Intensive Care and Emergency Medicine  is available from  http://www.springer.com/series/8901 uri http://www.springer.com/series/8901 .,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,unknown
