pmcid,pmid
PMC8252170,34230898
PMC8252169,34082554
PMC8252168,34230844
PMC8252167,34230866
PMC8252166,34230901
PMC8252165,34212745
PMC8252164,34212742
PMC8252163,34082547
PMC8252162,34230899
PMC8252161,34230846
PMC8252160,34230900
PMC8252159,34212736
PMC8252158,34230863
PMC8252157,34212741
PMC8252156,34212740
PMC8252155,34230868
PMC8252154,34212747
PMC8252153,34212737
PMC8252145,34230848
PMC8252144,34230861
PMC8252143,34230856
PMC8252142,34230858
PMC8252141,34230849
PMC8252140,34230859
PMC8252139,34230860
PMC8252138,34230857
PMC8252137,34230847
PMC8252134,34230878
PMC8252133,34230882
PMC8252132,34230880
PMC8252131,34230879
PMC8252130,34230881
PMC8182570,34192065
PMC8182567,34082539
PMC8182564,34082546
PMC8182563,34192067
PMC8182560,34192066
PMC8182464,34192080
PMC8182458,34192084
PMC8182457,34192078
PMC8182452,34192208
PMC8182449,34192079
PMC8182562,34192118
PMC8182489,34082541
PMC8182487,34082553
PMC8182469,34192076
PMC8182467,34192070
PMC8182466,34192082
PMC8182460,34192212
PMC8182454,34192072
PMC8182451,34192083
PMC8182439,34082536
PMC8182453,34192075
PMC8182448,34192077
PMC8182446,34192081
PMC8182559,34082552
PMC8182450,34192074
PMC8182569,34082545
PMC8182566,34191988
PMC8182565,34082551
PMC8182554,34082538
PMC8182561,34082540
PMC8182462,34082548
PMC8182461,34192209
PMC8182459,34192206
PMC8182490,34082549
PMC8182486,0
PMC8182641,34082544
PMC8182556,34082537
PMC8182488,34082550
PMC8182463,34192207
PMC8182557,34192117
PMC8182555,34082543
PMC8182468,34192211
PMC8182440,0
PMC8182568,34191986
PMC8182441,0
PMC8182558,34191987
PMC8182472,34192071
PMC8182456,34192068
PMC8182447,34192073
PMC8182455,34192069
PMC8182465,34192210
PMC7164509,32328213
PMC7164505,32328568
PMC7164504,32328211
PMC7164499,32328572
PMC7164498,32328209
PMC7164497,32328214
PMC7164493,32328216
PMC7164492,32328573
PMC7164491,32328208
PMC7164511,32327863
PMC7164508,32328567
PMC7164507,20670051
PMC7164506,32328210
PMC7164503,32328571
PMC7164502,32328570
PMC7164501,32328569
PMC7164500,32328574
PMC7164496,32328212
PMC7164494,32328215
PMC7141576,32270135
PMC6467295,31001605
PMC6516463,31106293
PMC7133387,32213556
PMC7133384,32132140
PMC7253224,0
PMC7253223,32371541
PMC7253222,0
PMC7239499,32424013
PMC7246107,32434776
PMC7246105,32434788
PMC7246101,32430402
PMC7246100,32404489
PMC7246098,0
PMC7246097,32577196
PMC7246096,32398246
PMC7246094,32434777
PMC7246092,32409625
PMC7242867,32424062
PMC7242866,32277018
PMC7239662,32376717
PMC7234869,32409328
PMC7234866,32409298
PMC7234865,32455170
PMC7231547,32354748
PMC7231546,32366705
PMC7229787,32371463
PMC7228662,32426529
PMC7228484,32385047
PMC7228483,32409327
PMC7223352,32398253
PMC7223264,32376774
PMC7222643,32265220
PMC7222613,32432169
PMC7222578,32345580
PMC7222575,0
PMC7211108,32385146
PMC7211103,32312717
PMC7211102,0
PMC7211098,0
PMC7211097,0
PMC7211096,32354799
PMC7211081,32303607
PMC7211079,32241793
PMC7211078,32312790
PMC7211076,33230498
PMC7211073,32241814
PMC7211070,32273299
PMC7211068,32366509
PMC7211064,32245904
PMC7211057,32241901
PMC7204931,32399260
PMC7204789,32420523
PMC7199912,32295769
PMC7199819,32377571
PMC7186881,32368620
PMC7184317,32341002
PMC7174058,32341791
PMC7061893,32215365
PMC7253226,32451362
PMC7253225,32444504
PMC7247912,32277012
PMC7246108,32381522
PMC7246106,32434789
PMC7246104,32434790
PMC7246103,33230499
PMC7246102,32385131
PMC7246099,32404490
PMC7246095,34192158
PMC7246093,32409587
PMC7242872,32354990
PMC7242871,32424060
PMC7242869,32434770
PMC7242823,32424063
PMC7239652,32381730
PMC7239650,0
PMC7237384,32424016
PMC7234868,32414748
PMC7234867,32409297
PMC7231545,32354768
PMC7228560,32381594
PMC7228498,32371570
PMC7228497,32404471
PMC7228480,32376777
PMC7228456,32404376
PMC7223346,32420458
PMC7223269,32420459
PMC7222871,32371416
PMC7224340,32075786
PMC7222577,32345579
PMC7222576,32469327
PMC7213907,32411822
PMC7211107,32327566
PMC7211106,0
PMC7211105,32354800
PMC7211104,32341134
PMC7211099,32366614
PMC7211095,32385132
PMC7211094,32332154
PMC7211083,32303609
PMC7211082,0
PMC7211077,32265202
PMC7211074,32354722
PMC7211066,32241897
PMC7211065,32350089
PMC7211062,32366508
PMC7211058,32273292
PMC7204939,32399261
PMC7204787,32341172
PMC7204613,32300051
PMC7204539,32399493
PMC7199919,32377324
PMC7174023,32363326
PMC7174009,32229501
PMC7103835,32257058
PMC7059523,32139484
PMC7046369,32148740
PMC6910748,32148714
PMC6361340,30815285
PMC4420971,25903751
PMC7722361,33277297
PMC7722359,33277364
PMC7722357,33277345
PMC7722349,33277339
PMC7716340,33273026
PMC7716295,33273028
PMC7716293,33273024
PMC7714653,33268426
PMC7712931,33268430
PMC7712929,33268425
PMC7712928,33262121
PMC7712926,33268454
PMC7708618,33268329
PMC7705426,33257492
PMC7705424,33257496
PMC7705422,33257522
PMC7705420,34192153
PMC7692021,33243764
PMC7692003,33243801
PMC7692000,34192239
PMC7689539,34192182
PMC7688449,33234613
PMC7688441,33234659
PMC7688439,33234663
PMC7684763,33229434
PMC7681796,33208399
PMC7681794,33219091
PMC7678379,33444212
PMC7677374,33208338
PMC7677331,33208316
PMC7677895,33214132
PMC7677866,33214191
PMC7674021,33203639
PMC7674019,33203637
PMC7670561,33199587
PMC7670559,33199299
PMC7670557,33203737
PMC7670555,33199428
PMC7670553,33199426
PMC7670550,33199402
PMC7668115,33187963
PMC7662139,33184088
PMC7661351,33177148
PMC7661349,34192184
PMC7661347,33177050
PMC7656903,33172917
PMC7656901,33172887
PMC7656886,33172950
PMC7656121,33177070
PMC7653968,33168640
PMC7650208,33158877
PMC7650091,33158840
PMC7650075,33158839
PMC7646322,33154065
PMC7646320,33154097
PMC7646318,33154060
PMC7646316,34192238
PMC7643449,33148602
PMC7643430,33148777
PMC7643413,33148753
PMC7640588,33148769
PMC7640529,33173836
PMC7640496,33148588
PMC7610021,33148535
PMC7607512,34192183
PMC7597418,33127659
PMC7592025,33109636
PMC7590262,33097523
PMC7582337,33093038
PMC7569707,33067320
PMC7565273,33060188
PMC7565269,33060261
PMC7565202,33060148
PMC7554411,33051285
PMC7554406,33051358
PMC7551740,33046588
PMC7551738,33046590
PMC7549416,34192173
PMC7548126,33008959
PMC7545496,33037063
PMC7536639,33020258
PMC7536637,33020224
PMC7536635,33020114
PMC7536631,33020106
PMC7528313,32998982
PMC7526029,32994260
PMC7526027,34192181
PMC7523176,32989012
PMC7523172,32988988
PMC7523169,32988991
PMC7523154,32988831
PMC7520819,32978304
PMC7520811,32978251
PMC7520809,32978207
PMC7517235,32972913
PMC7517216,32973066
PMC7513423,32967887
PMC7509946,34192174
PMC7507250,32958495
PMC7507248,32958693
PMC7503196,32948621
PMC7503194,32948618
PMC7499679,32948572
PMC7496572,32938607
PMC7496569,32938604
PMC7496567,32938610
PMC7496565,32938611
PMC7494371,32913039
PMC7493076,0
PMC7493071,34192176
PMC7493069,34192171
PMC7490916,32928897
PMC7490910,32928787
PMC7490908,32928913
PMC7488739,33903816
PMC7431818,32366599
PMC7484788,32912961
PMC7482142,32900846
PMC7482141,0
PMC7482103,32913008
PMC7482101,34192150
PMC7477796,32900694
PMC7476422,34192152
PMC7476420,0
PMC7476419,32895293
PMC7476417,32895254
PMC7474899,0
PMC7474897,32879027
PMC7470179,32873696
PMC7462045,32917840
PMC7462042,34192236
PMC7459193,32873575
PMC7453782,32859619
PMC7453762,32855352
PMC7447959,32843485
PMC7447113,32839288
PMC7447108,32843381
PMC7447105,32855306
PMC7445100,32826387
PMC7445099,32830130
PMC7441440,0
PMC7440216,32816835
PMC7437610,32816942
PMC7431772,32727740
PMC7431771,32796006
PMC7431769,32727843
PMC7430186,32792455
PMC7430185,32796045
PMC7430183,32796092
PMC7430181,32792411
PMC7421710,32788391
PMC7415074,34192235
PMC7415072,32769113
PMC7411326,32764129
PMC7409971,32759312
PMC7409952,32753542
PMC7409947,32759311
PMC7409906,32753393
PMC7401581,32747387
PMC7401579,32747597
PMC7401578,32747475
PMC7397978,32737190
PMC7397976,32737100
PMC7392634,32718950
PMC7392630,32718949
PMC7390912,32732190
PMC7380854,32699166
PMC7387315,34192232
PMC7387313,32709704
PMC7387312,32699182
PMC7387310,32690752
PMC7385750,32694221
PMC7385747,32690602
PMC7385741,32690573
PMC7385737,32690631
PMC7372171,34192167
PMC7372169,32675129
PMC7371573,32620550
PMC7371571,32586927
PMC7371570,32591357
PMC7371569,32661105
PMC7371567,33665616
PMC7371566,32571796
PMC7371492,32647045
PMC7371491,32641471
PMC7371489,32690485
PMC7371488,32606103
PMC7371485,32641394
PMC7371484,32660964
PMC7371480,32616524
PMC7371478,32651252
PMC7371477,32647047
PMC7365716,34192007
PMC7365720,32665398
PMC7360923,32669358
PMC7358106,32641310
PMC7358105,32611659
PMC7358101,32606105
PMC7358099,32641286
PMC7358098,32611687
PMC7358095,32646855
PMC7348470,32641311
PMC7342472,32641443
PMC7335697,32571972
PMC7335694,32561661
PMC7335693,32571869
PMC7335692,32546559
PMC7327913,32611558
PMC7722360,33277292
PMC7722358,33277291
PMC7722356,33277384
PMC7722348,33277356
PMC7716339,33273023
PMC7716294,33273040
PMC7712933,33268433
PMC7712930,33268418
PMC7712927,33268419
PMC7712850,33268442
PMC7709494,33262203
PMC7316125,32447297
PMC7316122,32518075
PMC7316120,32546635
PMC7316117,32532826
PMC7316114,32546598
PMC7316112,0
PMC7316110,32414757
PMC7316109,32493712
PMC7316107,32522845
PMC7316104,32532825
PMC7316102,32503924
PMC7313529,32586933
PMC7306272,32554730
PMC7306269,0
PMC7306268,0
PMC7306267,32522844
PMC7306266,34192149
PMC7299660,32527948
PMC7299658,0
PMC7299656,32499303
PMC7299655,32482888
PMC7299652,32522812
PMC7299650,32493833
PMC7299646,32513653
PMC7299643,33903815
PMC7299642,32471815
PMC7299641,32522814
PMC7299013,32546557
PMC7298718,32546589
PMC7298685,32434798
PMC7298684,32503889
PMC7298679,32513768
PMC7298678,32532805
PMC7298665,32540882
PMC7298662,32345619
PMC7298206,32503892
PMC7298205,32503891
PMC7298202,32385126
PMC7298201,32535550
PMC7295866,33230497
PMC7295865,32444415
PMC7295863,32451350
PMC7295861,32461330
PMC7295860,34192230
PMC7295851,32451343
PMC7264640,32467353
PMC7276243,32430481
PMC7276239,32467125
PMC7276235,34192229
PMC7254130,32461227
PMC7254117,32461228
PMC7252974,32451367
PMC7252960,32451366
PMC7239515,32423911
PMC7213868,32420527
PMC7705427,33257488
PMC7705425,33257441
PMC7705423,34192160
PMC7705421,33257530
PMC7705419,33257418
PMC7692020,33243823
PMC7692002,33243820
PMC7691999,33243817
PMC7690290,33246972
PMC7689541,33239282
PMC7689537,33239406
PMC7688443,33234529
PMC7688440,33234664
PMC7688438,33234651
PMC7684820,33234660
PMC7684810,33234640
PMC7684799,33234656
PMC7702220,33247020
PMC7684526,32801118
PMC7681799,33219133
PMC7681795,33208493
PMC7681792,33219013
PMC7678347,33444201
PMC7677347,33208337
PMC7677894,33214322
PMC7677865,33214234
PMC7674020,33203640
PMC7670560,33199447
PMC7670558,0
PMC7670554,33199287
PMC7670552,33199280
PMC7669534,33188150
PMC7668362,33191269
PMC7667999,33187955
PMC7662207,32817409
PMC7662142,33184086
PMC7662140,33184096
PMC7662138,33184065
PMC7661378,33172844
PMC7661377,33177230
PMC7661350,33177145
PMC7661348,33177146
PMC7661346,33177039
PMC7656902,33172840
PMC7656887,33172949
PMC7656885,33172947
PMC7594202,33115820
PMC7650204,33158914
PMC7650079,33158838
PMC7650074,33158968
PMC7646323,33154063
PMC7646321,33154144
PMC7646319,34192179
PMC7646317,34192237
PMC7643431,33148778
PMC7643428,33148809
PMC7640584,33173835
PMC7640522,33148756
PMC7607519,33132224
PMC7607518,33127666
PMC7607513,34192175
PMC7604790,33127743
PMC7591828,33115726
PMC7590263,33097604
PMC7582338,34192180
PMC7582335,33093033
PMC7578662,33093056
PMC7574532,33082154
PMC7569709,33067300
PMC7569708,33077616
PMC7569706,33067299
PMC7565272,33060186
PMC7565247,33060093
PMC7554412,33051220
PMC7554407,33051236
PMC7554405,33051193
PMC7551741,33046589
PMC7551739,33046591
PMC7551733,33046581
PMC7545509,33037143
PMC7539547,33028562
PMC7536648,33028597
PMC7536638,33020140
PMC7536636,33020109
PMC7536634,33020111
PMC7533958,33004348
PMC7526030,32994259
PMC7526028,32994262
PMC7525342,32998872
PMC7523174,32989018
PMC7523171,32989032
PMC7523155,32988953
PMC7520818,32978305
PMC7520810,32978176
PMC7517234,32973116
PMC7517213,32972967
PMC7513424,32967981
PMC7509948,32963052
PMC7509945,32963028
PMC7507417,32958477
PMC7507249,32958531
PMC7507247,32958538
PMC7503197,34192151
PMC7503195,32948617
PMC7499680,34192168
PMC7499678,34192177
PMC7496570,32938758
PMC7496568,32938602
PMC7496566,32938609
PMC7493072,32934000
PMC7493070,32933965
PMC7490915,32928914
PMC7490909,32928835
PMC7488201,32960186
PMC7482143,32907844
PMC7482102,32912856
PMC7482100,34192178
PMC7477797,32900781
PMC7476424,32883690
PMC7476423,32895296
PMC7476421,32895247
PMC7476418,32895218
PMC7474914,32878920
PMC7474900,32883676
PMC7474898,32878969
PMC7470180,0
PMC7470178,32873700
PMC7462047,32963115
PMC7462044,32868266
PMC7462043,32863269
PMC7456620,32855214
PMC7453783,32859618
PMC7453764,32859666
PMC7453763,32843359
PMC7448118,32848085
PMC7447114,32839197
PMC7447111,32839287
PMC7447107,0
PMC7447104,0
PMC7445101,32830110
PMC7445098,32820042
PMC7443197,32819917
PMC7443196,32817399
PMC7440188,32817375
PMC7440187,32819955
PMC7439156,32907877
PMC7437609,32908960
PMC7431770,32727811
PMC7430184,32796119
PMC7430182,34192172
PMC7430180,32796085
PMC7421724,32788295
PMC7421723,32788389
PMC7415073,32769150
PMC7415071,32769095
PMC7411373,34192159
PMC7411308,32764134
PMC7409948,32759252
PMC7409908,32753537
PMC7401580,32747596
PMC7401577,32747375
PMC7397979,32737101
PMC7397977,32737028
PMC7392633,32718951
PMC7392629,32709679
PMC7380847,32699167
PMC7387314,34192231
PMC7387309,34192234
PMC7385749,32690544
PMC7385746,34192169
PMC7385744,32690600
PMC7385738,32690572
PMC7372174,32675312
PMC7372172,32675132
PMC7372170,34192170
PMC7372168,32675133
PMC7371568,0
PMC7371490,32661074
PMC7371487,32655013
PMC7371486,32690484
PMC7371483,32647044
PMC7371482,32611676
PMC7371481,32616623
PMC7371479,32591488
PMC7371476,32601083
PMC7371475,32651254
PMC7365721,32665352
PMC7365715,32660980
PMC7358107,32611677
PMC7358104,32601146
PMC7358102,32611746
PMC7358100,32636231
PMC7358097,34192233
PMC7358096,32641285
PMC7358094,32606133
PMC7358093,34192006
PMC7342469,32636311
PMC7342180,32641442
PMC7335699,32874484
PMC7335696,0
PMC7335695,32571847
PMC7335688,32586891
PMC7320718,32595136
PMC7316135,32571808
PMC7316121,32434874
PMC7316119,32546658
PMC7316118,32461245
PMC7316116,32241899
PMC7316115,32522813
PMC7316113,32393471
PMC7316111,0
PMC7316108,32546657
PMC7316106,32518141
PMC7316105,32554619
PMC7316103,32493713
PMC7316101,32532764
PMC7307523,32571785
PMC7307459,32576605
PMC7306278,32527756
PMC7306277,32303575
PMC7306271,32434818
PMC7306270,32381517
PMC7301344,32554543
PMC7299662,32482759
PMC7299659,33230495
PMC7299657,32513664
PMC7299654,32503883
PMC7299653,32527868
PMC7299651,32467302
PMC7299649,34192246
PMC7299648,32471903
PMC7299647,0
PMC7299645,32532753
PMC7299644,32522822
PMC7298807,32499220
PMC7298719,32532804
PMC7298690,32503812
PMC7298686,32513864
PMC7298683,32503874
PMC7298682,32540884
PMC7298677,32527733
PMC7298664,32540883
PMC7298204,32366596
PMC7298203,32366595
PMC7295862,33230496
PMC7295858,32457086
PMC7295857,32447298
PMC7295856,32451325
PMC7295853,32467244
PMC7295852,32439716
PMC7295850,32444425
PMC7276247,32451358
PMC7276244,32430480
PMC7276242,0
PMC7276241,32434767
PMC7276240,32434766
PMC7276238,32487518
PMC7276236,32457036
PMC7252994,32457035
PMC7252972,32574345
PMC7252963,32457032
PMC7247397,32439740
PMC7247381,32444364
PMC7213878,32345630
PMC8149266,34031114
PMC8149265,34031119
PMC8149264,34031110
PMC8142677,34021060
PMC8142676,34020974
PMC8142675,34021059
PMC8142604,34035000
PMC8141379,34016665
PMC8141377,34016664
PMC8141376,34016575
PMC8141375,34016700
PMC8141374,34016580
PMC8137165,34016666
PMC8136810,34192205
PMC8136809,34011620
PMC8136807,33082265
PMC8136805,34192201
PMC8136804,34011589
PMC8136802,34192203
PMC8136801,34006521
PMC8136800,34006520
PMC8136799,34011623
PMC8136797,34006561
PMC8132065,34011492
PMC8132017,34011491
PMC8130761,34006554
PMC8130755,34006559
PMC8130751,34001500
PMC8130741,34006543
PMC8130734,34006558
PMC8130489,34001520
PMC8130488,34001656
PMC8127282,33990370
PMC8127281,33990428
PMC8127280,33990432
PMC8126446,33986127
PMC8126436,33986062
PMC8126435,33986052
PMC8126434,33986068
PMC8117474,33975848
PMC8117473,33980523
PMC8117472,33980533
PMC8117471,33980656
PMC8117470,33980534
PMC8117469,33980720
PMC8117468,33980532
PMC8117467,33980660
PMC8117466,33980657
PMC8117443,33762264
PMC8117442,33980516
PMC8117441,33980502
PMC8116636,33985964
PMC8114182,33980718
PMC8111874,33972332
PMC8111873,33972261
PMC8111872,33972270
PMC8111871,33972345
PMC8111870,34192199
PMC8111869,33972386
PMC8111167,33975825
PMC8108130,33963017
PMC8108129,33962987
PMC8108128,33963016
PMC8103564,33958439
PMC8103563,33931557
PMC8103562,33958324
PMC8103561,33927016
PMC8103560,33958393
PMC8103559,33958335
PMC8103558,34192013
PMC8103557,33931556
PMC8103556,33958340
PMC8103555,33910974
PMC8103554,34192242
PMC8103553,33947747
PMC8103552,0
PMC8103551,33958395
PMC8103550,33910984
PMC8102861,33952558
PMC8102860,33952584
PMC8102859,33952579
PMC8102858,33952552
PMC8098969,33941664
PMC8098953,33931473
PMC8098300,33927013
PMC8098299,33906905
PMC8098298,33903187
PMC8098297,33941633
PMC8098296,33947739
PMC8098295,33941630
PMC8098294,33941538
PMC8098293,33947725
PMC8098292,33931411
PMC8098291,34192156
PMC8098290,33941625
PMC8098289,0
PMC8098284,33931409
PMC8098282,33947740
PMC8098281,33931412
PMC8098235,34308129
PMC8098233,33931386
PMC8098232,33947712
PMC8098231,33947707
PMC8098230,33931388
PMC8098229,33947710
PMC8098228,33910885
PMC8094342,33926892
PMC8097496,33952445
PMC8088120,34192155
PMC8088119,33906846
PMC8076631,33903149
PMC8076630,33895722
PMC8076629,33903146
PMC8076628,33895723
PMC8076627,34192196
PMC8076626,33903092
PMC8073806,33903131
PMC8072702,33893131
PMC8072701,33893156
PMC8068949,33888533
PMC8068948,33888531
PMC8068947,33888527
PMC8061568,33883119
PMC8061567,33883157
PMC8061563,33883235
PMC8061560,33883156
PMC8061557,33883228
PMC8061569,33879491
PMC8061566,33879483
PMC8061564,33879549
PMC8061562,33879509
PMC8061561,33879492
PMC8061559,33879541
PMC8061558,33879506
PMC8061565,34308122
PMC8057071,33875444
PMC8057070,33875563
PMC8057069,33875571
PMC8054826,34192022
PMC8054825,33863831
PMC8054827,33858953
PMC8053815,33858874
PMC8053814,33858832
PMC8053308,33853843
PMC8053307,33853806
PMC8050871,33853853
PMC8050881,34192154
PMC8050880,33849909
PMC8050879,33849859
PMC8050878,33849906
PMC8050877,33849861
PMC8050876,33849908
PMC8050875,33849939
PMC8050874,33849898
PMC8050873,33849850
PMC8050872,33849987
PMC8050870,33849952
PMC8050882,33846275
PMC8047552,33846144
PMC8047549,33846146
PMC8047547,34192200
PMC8042596,33837048
PMC8042595,33837107
PMC8042594,33837054
PMC8042592,33837093
PMC8042588,33837108
PMC8042586,33836997
PMC8042584,33837046
PMC8042582,33836988
PMC8042581,33837142
PMC8042580,33837056
PMC8042579,33837109
PMC8042593,33832926
PMC8039280,34270445
PMC8039252,34010140
PMC8039245,0
PMC8039237,0
PMC8039226,33833064
PMC8039219,0
PMC8038902,34192012
PMC8029269,33827848
PMC8029094,33827969
PMC8029041,33827909
PMC8029039,33827844
PMC8029038,33827907
PMC8029037,33827856
PMC8029036,33827831
PMC8029035,33827839
PMC8025238,33820790
PMC8029040,33811113
PMC8023759,33884313
PMC8023757,33884307
PMC8023755,33811137
PMC8023754,33884306
PMC8023753,33811089
PMC8023752,33811088
PMC8023747,33884312
PMC8023743,33811054
PMC8023732,33811098
PMC8023726,33811055
PMC8025246,33795479
PMC8024058,33795313
PMC8024057,33795308
PMC8024056,33795311
PMC8023738,33811101
PMC8023723,33811100
PMC8021481,33795292
PMC8020580,33795314
PMC8042598,33789966
PMC8025252,33789948
PMC8025250,33789919
PMC8025213,34192019
PMC8025209,34192020
PMC8015798,33789869
PMC8015793,33790049
PMC8015792,33789854
PMC8015791,33789857
PMC8015790,34192202
PMC8010268,33789843
PMC8010267,33789877
PMC8011427,33785587
PMC8011423,0
PMC8011425,33782080
PMC8011424,33782079
PMC8011422,33782081
PMC8008954,33782023
PMC8008914,33782051
PMC8008913,33781992
PMC8008912,33782180
PMC8008911,33782199
PMC8006491,33771936
PMC8006478,33771818
PMC7995668,33766845
PMC7992385,33762247
PMC7992384,33762253
PMC7992383,33762300
PMC7992382,33762432
PMC7992381,34192197
PMC7992380,33762248
PMC7992389,33758071
PMC7992386,33757989
PMC7992379,33758066
PMC7992373,33757955
PMC7992372,33758012
PMC7995669,34308120
PMC7992387,33753421
PMC7985981,33753449
PMC7985980,33753416
PMC7985979,34308124
